SMILES
O=C(N[C@@H]1C(N2[C@]1([H])SC(C)(C)[C@@H]2C(O)=O)=O)[C@H](N)C3=CC=C(O)C=C3
O=C1C2=C(O)C=C(O)C=C2CCCCC[C@@H](O)CCC[C@H](C)O1
OC1=CC=C([C@@H](O)CNC(C)(C)C)C=C1CO
NC([C@@H](C)NC([C@H]1N(C([C@H](CCCCNC(C)C)CC([C@@H](NC([C@H](NC([C@@H](N(C)C([C@@H](NC([C@H](NC([C@H](NC([C@@H](CC2=CC=C(C=CC=C3)C3=C2)NC(C)=O)=O)CC4=CC=C(Cl)C=C4)=O)CC5=CN=CC=C5)=O)CO)=O)CC6=CC=C(O)C=C6)=O)CC(N)=O)=O)CC(C)C)=O)=O)CCC1)=O)=O
O=C(N[C@@H]1C(N2[C@]1([H])SCC(CSC3=NN(C)N=N3)=C2C(O)=O)=O)[C@H](NC(C4=CN=C(C)C=C4O)=O)C5=CC=C(O)C=C5
O=C(N[C@@H](CC1=CNC2=C1C=CC=C2)C(N[C@@H](CO)C(N[C@H](C(N[C@@H](CC(C)C)C(N[C@@H](CCC/N=C(N)/N)C(N3CCC[C@H]3C(NCC)=O)=O)=O)=O)CC4=CC=C(O)C=C4)=O)=O)[C@H](CC5=CN=CN5)NC([C@H]6NC(CC6)=O)=O
NC1[C@@]2(C)C3=C(C=CC(O)=C3)C[C@]1([H])CCCCC2
CC(C)(O)[C@@H]1[C@@](CC2)(OC)[C@H]3[C@]45C6=C(C=CC(O)=C6O3)C[C@@H](N(CC7CC7)CC5)[C@@]42C1
OC1=CC=C2C(CC[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])CCC4=O)=C1
OC1=CC=C2C(C[C@@H](CCCCCCCCCS(CCCC(F)(F)C(F)(F)F)=O)[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])CC[C@@H]4O)=C1
O=C([C@H](NC([C@H](C(C)C)NC([C@H](CCCCN)NC([C@@H](CC1=CNC2=C1C=CC=C2)NC([C@H](CC3=CC=C(O)C=C3)N4)=O)=O)=O)=O)CSSC[C@@H](NC([C@H](N)CC5=CC=C6C=CC=CC6=C5)=O)C4=O)N[C@H](C(N)=O)[C@H](O)C
OC1=C2C3=C(C=C1)C[C@@H]4[C@]5(O)CC[C@H](O)[C@@](O2)([H])[C@@]53CCN4CC6CCC6
O=C([C@@H]1NC(CC1)=O)N[C@@H](CC2=CNC=N2)C(N[C@@H](CC3=CNC4=CC=CC=C43)C(N[C@@H](CO)C(N[C@@H](CC5=CC=C(O)C=C5)C(N[C@@H](CC6=CNC7=C6C=CC=C7)C(N[C@@H](CC(C)C)C(N[C@@H](CCCNC(N)=N)C(N8CCC[C@H]8C(NCC(N)=O)=O)=O)=O)=O)=O)=O)=O)=O
N[C@H](C(O)=O)CC1=CNC2=CC=C(O)C=C21
O=C([C@@H]1C[C@@H](O)CN1C([C@@H](N2)[C@@H](C)O)=O)N[C@@H]([C@H](O)[C@@H](O)C3=CC=C(O)C=C3)C(N[C@@H]([C@H](O)CCN)C(N4[C@H](C(N[C@H](NCCN)[C@H](O)C[C@H](NC(CCCCCCCC[C@@H](C)C[C@@H](C)CC)=O)C2=[Et])=O)[C@](O)([H])CC4)=O)=O
O=C(N[C@@H]1C(N2[C@]1([H])SCC(C[N]3(CCCC3)CCNC(C4=C(Cl)C(O)=C(O)C=C4)=O)=C2C(O)=O)=O)/C(C5=CSC(N)=N5)=N\OC(C)(C)C(O)=O
O[C@@H]([C@H](NC([C@@H](C1=CC(C2=C([C@H](C(NCCCN(C)C)=O)N3)C=C(O)C=C2O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)=C(O)C=C1)N5)=O)C3=O)C(C=C6)=CC(Cl)=C6OC7=CC([C@@H](NC([C@H](C8=C(Cl)C(O)=CC(O9)=C8)N%10)=O)C5=O)=CC(OC%11=CC=C([C@@H](O)[C@@H](NC([C@@H](C%12=CC9=C(O)C=C%12)NC)=O)C%10=O)C=C%11C)=C7O[C@@H]%13O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]%13NC(CCCCCCCCC(C)C)=O
CC(NCCC1=CC(O)=C(O)C=C1)CCC2=CC=C(O)C=C2
OC1=C(O)C=CC(CCN)=C1
[H][C@@]12C(C(C3=C(O)C(NC(CN4CCCC4)=O)=CC(F)=C3C2)=O)=C(O)[C@@](C(C(C(N)=O)=C(O)[C@H]5N(C)C)=O)(O)[C@@]5([H])C1
O=C(N[C@@H](CC1=CNC2=C1C=CC=C2)C(N[C@@H](CO)C(N[C@H](C(N[C@@H](CC(C)C)C(N[C@@H](CCC/N=C(N)/N)C(N3CCC[C@H]3C(NCC(N)=O)=O)=O)=O)=O)CC4=CC=C(O)C=C4)=O)=O)[C@H](CC5=CN=CN5)NC([C@H]6NC(CC6)=O)=O
OC1=CC([C@@H](O)[C@H](C)N)=CC=C1
OC1=C2C(C(C(C(NCCNCCO)=CC=C3NCCNCCO)=C3C2=O)=O)=C(O)C=C1
OC1=C(O2)C([C@@]3([C@@H]2[C@@H](O)C=C4)[C@]4(O)[C@H](N(CC=C)CC3)C5)=C5C=C1
