SMILES
NC(C1=CC=C(C=C1)OCCCCCOC2=CC=C(C(N)=N)C=C2)=N
CC/[N+](CC1=CC=CC(S(=O)([O-])=O)=C1)=C(C=C/2)/C=C(C)C2=C(C3=CC=C(N(CC)CC4=CC=CC(S(=O)(O)=O)=C4)C=C3C)/C5=CC=C(NC6=CC=C(OC)C=C6)C=C5
CC[C@@]1(C[C@H]2CN(C1)CCC3=C([C@@](C(OC)=O)(C4=CC5=C(N([C@H]6[C@]([C@@H]([C@@]7(C=CCN8CC[C@]56[C@H]78)CC)OC(C)=O)(C(OC)=O)O)C=O)C=C4OC)C2)NC9=C3C=CC=C9)O
CC[C@@]1(C[C@H]2CN(C1)CCC3=C([C@@](C(OC)=O)(C4=CC5=C(N([C@H]6[C@]([C@@H]([C@@]7(C=CCN8CC[C@]56[C@H]78)CC)OC(C)=O)(C(OC)=O)O)C)C=C4OC)C2)NC9=C3C=CC=C9)O
C[N@+]1(CCC(OCCCCCOC(CC[N@+]2(CCC3=C([C@H]2CC4=CC(OC)=C(OC)C=C4)C=C(OC)C(OC)=C3)C)=O)=O)CCC5=C(C=C(C(OC)=C5)OC)[C@H]1CC(C=C6OC)=CC=C6OC
NC1=NC(C=CC(CNC2=CC(OC)=C(OC)C(OC)=C2)=C3C)=C3C(N)=N1
COC(CCC1=CC=C(C=C1)OCC(CNC(C)C)O)=O
CC(C1NC(C(C(OC(C(N(C(CN(C(C2CCCN2C1=O)=O)C)=O)C)C(C)C)=O)C)NC(C3=CC=C(C(OC4=C5C)=C3N=C4C(C(NC6C(OC(C(N(C(CN(C(C7CCCN7C(C(C(C)C)NC6=O)=O)=O)C)=O)C)C(C)C)=O)C)=O)=C(N)C5=O)C)=O)=O)C
[O-]C(CN(CC([O-])=O)CCN(CC([O-])=O)CC(N(CC([O-])=O)CC([O-])=O)CC(C=C1)=CC=C1OCC)=O.[Gd+3]
O=C(C1=CN=C(N)N=C1)NC2=NC3=C(OC)C(OCCCN4CCOCC4)=CC=C3C5=NCCN25
[18F]CCOCCOCCOC(C=C1)=CC=C1/C=C/C2=CC=C(NC)C=C2
CCCCCOC1=CC=C(C2=CC=C(C3=CC=C(C(N[C@H]4C[C@H]([C@H](NC([C@@H]5[C@H]([C@H](CN5C([C@H]([C@H](O)C)NC([C@H]([C@@H]([C@H](C6=CC=C(C=C6)O)O)O)NC([C@@H]7C[C@H](CN7C([C@H]([C@H](O)C)NC4=O)=O)O)=O)=O)=O)C)O)=O)O)O)=O)C=C3)C=C2)C=C1
O=C(C(C1=CC=CS1)(O)C2=CC=CS2)O[C@H]3C[N@@]4(CC[C@H]3CC4)CCCOC5=CC=CC=C5
NC1=CC=C(S(NC2=NC(OC)=NC(OC)=C2)(=O)=O)C=C1
CC(C)(NCC(COC1=CC=CC(N2)=C1CCC2=O)O)C
CC(NCC(COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1)O)C
O=C(N1CC(C=C(Cl)C(C(N[C@H](C(O)=O)CC2=CC=CC(S(C)(=O)=O)=C2)=O)=C3Cl)=C3CC1)C4=CC=C(C=CO5)C5=C4
