SMILES
CCCN(S(=O)(=O)c1ccc(cc1)C(=O)O)CCC
CCN(C(=S)SSC(=S)N(CC)CC)CC
OCC(Cn1cnc2c1c(=O)n(C)c(=O)n2C)O
C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
CN(C(CN1c2ccccc2Sc2c1cccc2)C)C
O=C(CCC(OCC[N+](C)(C)C)=O)OCC[N+](C)(C)C
Cc1ccc(N(CC2=NCCN2)c3cc(O)ccc3)cc1
Oc1ccc(cc1)OCc1ccccc1
C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
CCCOc1c(N)cc(C(OCCN(CC)CC)=O)cc1
NNc1c2ccccc2cnn1
OC(CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)=O
O=C1NC(=O)N(C1)/N=C/c1ccc(o1)[N+](=O)[O-]
O=C(C1c2ccccc2Oc2c1cccc2)OCC[N+](C(C)C)(C(C)C)C
C[C@@H](N(CC1=CC=CC=C1)CCCl)COC2=CC=CC=C2
CCc1nc(N)nc(c1c1ccc(cc1)Cl)N
O=C1NC(=O)NC1(c1ccccc1)c1ccccc1
S=c1nc[nH]c2c1[nH]cn2
CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C.[Br-]
C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C
CCC1(C(=O)NCNC1=O)c1ccccc1
CS(=O)(=O)OCCCCOS(=O)(=O)C
CC(CC(c1ccccc1)C2C(Oc3ccccc3C2=O)=O)=O
CN1[C@@H]2CC[C@H]1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4
C[n+]1cc(OC(N(C)C)=O)ccc1
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)COP(=O)(O)O)O)CCC4=CC(=O)C=C[C@]34C)O
CCN(CCOC(=O)c1ccc(cc1Cl)N)CC
CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C
CCCC(COC(=O)N)(COC(=O)N)C
OC(C1CCCCC1)(CCN2CCCC2)c3ccccc3
COC(=O)C(c1ccccc1)C1CCCCN1
OCCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2ncc1
C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O
CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O
CC[N+](Cc1ccccc1Cl)(CCNC(=O)C(=O)NCC[N+](Cc1ccccc1Cl)(CC)CC)CC.[Cl-].[Cl-]
CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2
O=C(OC1CCC[N+](C)(C)C1)C(c2ccccc2)(O)c3ccccc3
CC(C)NCC(O)c1cc(O)c(O)cc1
OCCOCCN1CCN(C(c2ccccc2)c3ccc(Cl)cc3)CC1
CNC1(C)C2CCC(C1(C)C)C2
OC([C@@H](N)Cc1cc(I)c(Oc2cc(I)c(O)cc2)c(I)c1)=O
O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@]2(F)[C@@H](O)C[C@]2([C@H]1CC[C@]2(C)O)C)C
ClCCN(c1ccc(cc1)CCCC(=O)O)CCCl
OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2
CN(CCC(c1ccccn1)c1ccc(cc1)Br)C
CCN1C(=O)NC(C1=O)c1ccccc1
CN1C(=O)CC(C1=O)(C)c1ccccc1
COc1ccccc1OCC(COC(=O)N)O
CN(C)CCOC(c1ccccc1)c2c(C)cccc2
CCC(=O)O[C@](c1ccccc1)([C@@H](CN(C)C)C)Cc1ccccc1
OC(=O)CCC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2C[C@@H](C2=CC(=O)C=C[C@]12C)C
CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2C[C@@H](C2=CC(=O)C=C[C@]12C)C
CC(=O)O[C@@H]1C[C@@H]2[C@]([C@@]1(O)C(=O)COC(=O)C)(C)C[C@@H]([C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F)O
O=C(CC(C)(C)C)OCC(=O)[C@@]12OC(O[C@@H]1C[C@@H]1[C@]2(C)C[C@H](O)[C@]2([C@H]1CCC1=CC(=O)C=C[C@]21C)F)(C)C
OCC(=O)[C@@]12OC(O[C@@H]1C[C@@H]1[C@]2(C)C[C@H](O)[C@]2([C@H]1CCC1=CC(=O)C=C[C@]21C)F)(C)C
COCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)c1ccc(cc1)NCCCC
CCCNC(=O)NS(=O)(=O)c1ccc(cc1)Cl
Clc1ccc2c(c1)[nH]c(=O)o2
