SMILES
CN(c1c(C)n(n(c1=O)c1ccccc1)C)CS(=O)(=O)O
CCCc1nc2c(n1Cc1ccc(cc1)c1ccccc1C(=O)O)cc(cc2C)c1nc2c(n1C)cccc2
CN1CCN2C(C1)c1ccccc1Cc1c2nccc1
CCOC(=O)c1ccc(cc1)N
Nc1ccc(cc1)S(=O)(=O)Nc1onc(c1C)C
O=C([C@@H](c1cscc1)C(=O)O)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C
OC(=O)[C@@H]1N2[C@H](O/C/1=C\CO)CC2=O
CCCC(C1(CC=C)C(=O)NC(=S)NC1=O)C
C=CCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)C=C[C@]12C
N#CC1=C(O)[C@@H]2[C@]3([C@@](C1)(C)[C@H]1CC[C@]4([C@H]([C@@H]1CC3)CC[C@@H]4O)C)O2
C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(C)O)C
c1scc(n1)c1nc2c([nH]1)cccc2
NC(=O)N/N=C/c1ccc(o1)[N+](=O)[O-]
Ic1cc(Cl)c2c(c1O)nccc2
Clc1ccccc1C(n1cncc1)(c1ccccc1)c1ccccc1
OC(=O)c1ccccc1Nc1c(Cl)ccc(c1Cl)C
OC(=O)c1cc(c(cc1NCc1ccco1)Cl)S(=O)(=O)N
Oc1ccc(cc1Cc1cc(Cl)ccc1O)Cl
Nc1ccc(cc1)S(=O)(=O)Nc1nccc(n1)C
Cc1cccc(c1)N(C(=S)Oc1ccc2c(c1)cccc2)C
Clc1ccc2c(c1)C(=NCC(=O)N2C)c1ccccc1
OC(=O)[C@H](Cc1cc(I)c(c(c1)I)Oc1cc(I)c(c(c1)I)O)N
Cc1cnc(s1)NC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1C
O=[NH+]/C=c/1\ccccn1C
Clc1cc2NCNS(=O)(=O)c2cc1S(=O)(=O)N
Clc1ccc(c(c1)Cl)COC(c1ccc(cc1Cl)Cl)Cn1cncc1.[O-][N+](=O)O
CC(=O)Nc1c(I)c(NC(=O)C)c(c(c1I)C(=O)O)I
COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)O)C
COP(=S)(Oc1ccc(cc1)S(=O)(=O)N)OC
CC(=O)Nc1nnc(s1)S(=O)(=O)N
Cn1cc[nH]c1=S
CCCCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1
CN(CCCN1c2ccccc2Sc2c1cccc2)C
OC(=O)/C=C\C(=O)O.COc1ccc(cc1)CN(c1ccccn1)CCN(C)C
O=c1c(Cl)c(C)[nH]c(c1Cl)C
COc1cc(Cc2cnc(nc2N)N)c(cc1OC)C
COc1ccc2c(c1)nc([nH]2)S(=O)Cc1ncc(c(c1C)OC)C
COc1cc(Cc2cnc(nc2N)N)cc(c1OC)OC
c1ccc(cc1)CC1=NCCN1
OC(COC(=O)N)COc1ccc(cc1)Cl
Cc1cccc(c1C)[C@@H](c1c[nH]cn1)C
Cc1cccc(c1C)[C@@H](c1c[nH]cn1)C.Cl
N[C@H](c1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)C
O=C([C@@H](c1ccc(cc1)O)N)N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)C.O
NC(=NCCCCCCN=C(/N=C(/Nc1ccc(cc1)Cl)\N)N)/N=C(/Nc1ccc(cc1)Cl)\N.CC(=O)O.CC(=O)O
Cc1cccc(c1C)C(c1cnc[nH]1)C
CN(CCN(c1ccccn1)Cc1ccccc1)C
CN(CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F)C
CCC1(C(=O)NCNC1=O)c1ccccc1
O[C@@H](c1ccccc1)[C@H](N)C
O=C(N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)[O-])COC(=O)C)CSc1ccncc1.[Na+]
S=[Se]=S
COc1ccccc1OCC(COC(=O)N)O
OC(=O)[C@@H]1N2C(=O)[C@H]([C@H]2SC1(C)C)NC(=O)c1c(C)onc1c1ccccc1Cl
CN(CCCN1c2ccccc2CCc2c1cc(Cl)cc2)C
